Rank,Category,Final_Score,Similarity_Score,Skill_Match_Score,Missing_Skills
28,INFORMATION-TECHNOLOGY,14.082934977647378,8.689907110924826,26.666666666666668,"['aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
29,INFORMATION-TECHNOLOGY,14.00049181730319,14.286416881861703,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
30,INFORMATION-TECHNOLOGY,13.995347096092763,8.564781565846804,26.666666666666668,"['aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
31,AVIATION,13.976984505142294,8.538549293060422,26.666666666666668,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
32,INFORMATION-TECHNOLOGY,13.937621667657467,8.482316668082095,26.666666666666668,"['mysql', 'aws', 'linux', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
33,AVIATION,13.831587338276515,11.187981911823593,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
34,CONSULTANT,13.812445311728322,5.4463504453261775,33.33333333333333,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
35,INFORMATION-TECHNOLOGY,13.794305084452976,11.134721549218538,20.0,"['mysql', 'aws', 'data warehousing', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
36,INFORMATION-TECHNOLOGY,13.455856038457409,10.651222912082014,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
37,INFORMATION-TECHNOLOGY,13.207791140757774,10.296844486796822,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
38,ARTS,13.205516045059275,7.4364514929418215,26.666666666666668,"['aws', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'python', 'data pipeline', 'postgresql', 'apache spark', 'data pipelines']"
39,CONSULTANT,13.003518308338622,7.147883297626604,26.666666666666668,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
40,ENGINEERING,12.829521243316211,4.042173204737447,33.33333333333333,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
41,INFORMATION-TECHNOLOGY,12.77292692829622,9.67560989756603,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
42,INFORMATION-TECHNOLOGY,12.65868410452932,9.512405863613314,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
43,FITNESS,12.643784474680569,9.491120678115099,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
44,CONSULTANT,12.503440506405305,9.290629294864722,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
45,HR,12.364891651872336,6.235559502674765,26.666666666666668,"['mysql', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
46,CONSULTANT,12.2393995979453,11.77057085420757,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
47,INFORMATION-TECHNOLOGY,12.10962901170928,8.728041445298974,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
48,INFORMATION-TECHNOLOGY,11.882442140983613,8.403488772833734,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
49,CONSULTANT,11.8658860665041,8.379837237862999,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
50,ENGINEERING,11.738405296244892,5.3405789946355595,26.666666666666668,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
51,PUBLIC-RELATIONS,11.568421790774394,7.954888272534849,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
52,DESIGNER,11.474420901379869,7.820601287685528,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
53,ENGINEERING,11.088693393198314,7.269561990283306,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
54,ADVOCATE,11.061502255336352,7.2307175076233605,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
55,INFORMATION-TECHNOLOGY,11.01206751987844,12.874382171254917,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
56,ENGINEERING,10.907356830379495,7.010509757684992,20.0,"['mysql', 'aws', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
57,CONSULTANT,10.861260721397228,6.944658173424612,20.0,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
58,BANKING,10.766270889361646,9.666101270516636,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
59,BUSINESS-DEVELOPMENT,10.739006743295553,9.627152490422219,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
60,INFORMATION-TECHNOLOGY,10.71309429095918,6.7329918442274,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
61,INFORMATION-TECHNOLOGY,10.571536910648781,9.3879098723554,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
62,CONSULTANT,10.523346696736303,3.6047809953375753,26.666666666666668,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
63,CONSULTANT,10.44044600971317,9.2006371567331,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
64,DESIGNER,10.439056907043337,6.341509867204769,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
65,HEALTHCARE,10.432308186752174,6.3318688382173915,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
66,CONSULTANT,10.310089811397155,6.157271159138795,20.0,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
67,BPO,10.258978977099357,6.084255681570512,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
68,APPAREL,10.222411866626262,8.889159809466088,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
69,FINANCE,10.021987455464314,8.602839222091879,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
70,ENGINEERING,9.888166734113469,8.411666763019241,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
71,AUTOMOBILE,9.872751857417224,8.389645510596036,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
72,DESIGNER,9.865010794355127,8.378586849078754,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
73,BANKING,9.794102344047255,11.134431920067508,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
74,INFORMATION-TECHNOLOGY,9.650279665029885,8.071828092899835,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
75,INFORMATION-TECHNOLOGY,9.64940312580321,5.213433036861727,20.0,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
76,INFORMATION-TECHNOLOGY,9.35767735668735,7.653824795267646,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
77,HEALTHCARE,9.311422546454521,7.587746494935031,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'apache spark', 'data pipelines']"
78,INFORMATION-TECHNOLOGY,9.252419517043233,4.646313595776048,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
79,INFORMATION-TECHNOLOGY,9.225309137371408,7.464727339102013,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
80,HEALTHCARE,9.193841620549058,10.276916600784368,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
81,DESIGNER,9.172490771080785,4.532129672972551,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
82,INFORMATION-TECHNOLOGY,9.162802750461847,10.23257535780264,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
83,INFORMATION-TECHNOLOGY,9.09612916536469,7.280184521949559,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
84,CONSULTANT,9.043644270810532,7.205206101157902,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
85,HEALTHCARE,9.020986199293942,10.029980284705632,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
86,CONSULTANT,8.988744538780082,9.983920769685831,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
87,BUSINESS-DEVELOPMENT,8.815036408102618,6.878623440146598,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
88,BANKING,8.725048715715605,6.750069593879438,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
89,ENGINEERING,8.703827918536561,3.862611312195087,20.0,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'git', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
90,ENGINEERING,8.703341545661713,3.8619164938024477,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
91,DIGITAL-MEDIA,8.63385982919547,3.762656898850673,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
92,INFORMATION-TECHNOLOGY,8.62598187351549,9.465688390736416,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
93,ENGINEERING,8.583612353221177,3.690874790315969,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
94,ENGINEERING,8.514949599221143,3.5927851417444923,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
95,DESIGNER,8.483842948926796,6.405489927038281,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
96,ENGINEERING,8.455746975046429,6.365352821494899,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
97,INFORMATION-TECHNOLOGY,8.43674271776009,9.195346739657273,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
98,FINANCE,8.404785739846735,3.435408199781051,20.0,"['mysql', 'data warehousing', 'etl', 'linux', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
99,BUSINESS-DEVELOPMENT,8.403471311216483,6.290673301737834,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
100,CONSULTANT,8.311102085854934,6.15871726550705,13.333333333333334,"['aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
101,DIGITAL-MEDIA,8.137999574519277,5.911427963598969,13.333333333333334,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
102,INFORMATION-TECHNOLOGY,8.10914220960335,5.870203156576215,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
103,INFORMATION-TECHNOLOGY,8.04258486613849,8.63226409448356,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
104,DIGITAL-MEDIA,8.025380814570664,5.750544020815233,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
105,CONSULTANT,8.006286868732822,5.723266955332602,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
106,INFORMATION-TECHNOLOGY,7.99707064465044,2.8529580637863425,20.0,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'python', 'data pipeline', 'postgresql', 'apache spark', 'data pipelines']"
107,ADVOCATE,7.940802188503372,5.6297174121476745,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
108,CONSULTANT,7.9133035828829,5.5904336898327145,13.333333333333334,"['mysql', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
109,BUSINESS-DEVELOPMENT,7.83684866439339,5.481212377704843,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
110,INFORMATION-TECHNOLOGY,7.819508377477666,5.456440539253809,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
111,CONSULTANT,7.664477378325985,5.234967683322838,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
112,INFORMATION-TECHNOLOGY,7.627613630057847,5.182305185796925,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
113,AVIATION,7.510504931688157,5.0150070452687965,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'sql', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
114,INFORMATION-TECHNOLOGY,7.485127949566738,4.97875421366677,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
115,ENGINEERING,7.484859188055247,7.83551312579321,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'data warehouse', 'linux', 'pandas', 'sql', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
116,DIGITAL-MEDIA,7.46779519991924,2.0968502855989146,20.0,"['aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'git', 'python', 'data pipeline', 'data pipelines', 'postgresql', 'apache spark', 'spark']"
117,ADVOCATE,7.458770329245471,7.798243327493531,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
118,ENGINEERING,7.454590554476498,4.935129363537854,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'python', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
119,INFORMATION-TECHNOLOGY,7.38752233793443,4.839317625620615,13.333333333333334,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
120,BPO,7.359432872946409,7.656332675637728,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'linux', 'pandas', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
121,INFORMATION-TECHNOLOGY,7.348740723839682,7.641058176913831,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'etl', 'data warehouse', 'pandas', 'sql', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
122,CONSULTANT,7.266225168083594,7.523178811547991,6.666666666666667,"['mysql', 'aws', 'data warehousing', 'data warehouse', 'linux', 'pandas', 'sql', 'python', 'git', 'data pipeline', 'spark', 'postgresql', 'apache spark', 'data pipelines']"
